Node,Closeness Centrality,Betweenness Centrality,Degree Centrality,PageRank,Hub Score,Authority Score,Eigenvector Centrality
13Nwn10UFSmN4S0HjmnJ6C,0.07797955533506534,0.00016742005692281937,0.00016742005692281934,7.759583651526104e-05,8.954258501890781e-14,8.954280260535838e-14,1.7672506242852173e-12
4reog9Hn84AuUWvGX5a2Yq,0.16574861598656918,0.00016241394742854776,0.00041855014230704837,0.00010561247326253316,9.387152639215552e-06,9.387152639215393e-06,0.00016258608311226893
5zB0JXxw7m98LIO1ZGL3AB,0.12679644214235677,0.0,8.371002846140967e-05,4.227635320836996e-05,4.741721669569139e-08,4.7417216695960766e-08,8.383360821939967e-07
1ufm09MhiuoHpIFkbcIZGx,0.1656612722053501,0.0032518606142488368,0.000753390256152687,0.0002490077886272602,8.458846374262728e-06,8.458846374262596e-06,0.0001441654360746819
6CS5DofiF7sB4xylmjwFNJ,0.148763418096685,0.0,8.371002846140967e-05,3.1692777163841806e-05,1.1322011925069287e-06,1.1322011925071627e-06,1.965034348949257e-05
0wqZ6mvk4DfOvtQUVniOCX,0.16374701866929847,1.81968465402793e-05,0.00016742005692281934,5.239813415935496e-05,7.951862979285692e-06,7.951862979285917e-06,0.0001386959339138264
2rzmi9GgvLsfDZwMLRkNEG,0.1509934779311391,0.0023548625771673123,0.00016742005692281934,5.2522179377487246e-05,0.0021499713086689395,0.0021499713086689416,0.03448005520628628
5m9iQLPPbx82QO5o5aEo3s,0.16048254923560548,0.0,8.371002846140967e-05,3.262566841974857e-05,4.9766616977535396e-06,4.9766616977544866e-06,8.752163881142533e-05
4E7R2ebltdcd1YGORoDyqD,0.16625610621685943,0.0,8.371002846140967e-05,3.086975926822495e-05,0.0003351965090611398,0.00033519650906114,0.0053887618218749645
2P0XRK5N18ZhkgAEycLRAU,0.15280122793553338,0.0,8.371002846140967e-05,3.25258250566274e-05,4.802741189197737e-06,4.802741189197574e-06,8.185352007678641e-05
735L650pvygCZZlPMyHqsN,0.14473684210526316,0.0,8.371002846140967e-05,3.918679865765015e-05,7.353285920101509e-07,7.353285920096784e-07,1.3372192741202449e-05
7IDm2GGfPn28vd5x1wiKbI,0.14935300368819154,0.00024447461613874186,0.00041855014230704837,0.00011965600090027983,3.658834140815778e-06,3.6588341408158462e-06,6.178034218556318e-05
1pO2yzvsgTfloV31QIUzUE,0.14656409878906107,0.0,8.371002846140967e-05,3.515992419402577e-05,1.7119334473783355e-06,1.7119334473784585e-06,3.034313303779393e-05
3ZIqLohQAXcTTbMaCBUBW9,0.14251628450764717,0.0,8.371002846140967e-05,3.3957485350634446e-05,2.839914419893006e-07,2.8399144198953065e-07,5.042434284574374e-06
1CE7mtA7uTq5SxozIRO13D,0.13466351031450793,0.0,8.371002846140967e-05,4.007385483283479e-05,9.153818151448283e-08,9.153818151484254e-08,1.6358620886709538e-06
7JYdpWAsiqzrmMB3qxkEbI,0.15067352807628273,0.0007779960614534064,0.00041855014230704837,0.0001402771168957571,9.319286652352406e-07,9.319286652344446e-07,1.6475455251021404e-05
1w2P5nNsO5W7FYq2Oui0cM,0.14623397926332155,0.0009286871708936124,0.000753390256152687,0.00027865305634482373,1.718385530273098e-06,1.7183855302733923e-06,3.0239356414822626e-05
5ISgOPcI1bY7Rd28GUWWE8,0.08978174603174603,0.0,8.371002846140967e-05,4.03467053914639e-05,2.919520454820746e-12,2.919520708244937e-12,5.368357456644085e-11
6N33M7LYRnsYSfwD2mPnSd,0.13428356245995438,0.0,8.371002846140967e-05,3.901093259731417e-05,1.731436409953085e-07,1.7314364099541297e-07,3.162772346383252e-06
0M95sWc84uLm8fM6Sl3b9t,0.13025558269364967,0.0,8.371002846140967e-05,4.255310294693327e-05,1.9216477393273206e-07,1.921647739304861e-07,3.303209560287799e-06
4DITWCDQL8b3VZTBYpNDR9,0.1365179132620993,0.0,8.371002846140967e-05,3.5411539556573984e-05,8.70494708614668e-06,8.704947086147117e-06,0.00014018780698721604
4DK1qq54kEAEmFiQlDYAD3,0.13719050025265286,0.0,8.371002846140967e-05,4.041426126937588e-05,3.630821930525063e-07,3.6308219305257725e-07,6.247688724240961e-06
2ledyuziz6YjLK5Dw483Oc,0.15745768967153478,0.00834633854168669,0.000251130085384229,7.947332827394899e-05,9.508324863953805e-06,9.508324863953165e-06,0.00017765314103141715
3pMP3fheOJwoukcuzYp2dM,0.1409790407854985,0.0,8.371002846140967e-05,3.403348117764231e-05,4.5248346933909706e-07,4.524834693387497e-07,7.551745343894291e-06
4wWCPFTlOSYO0Y8qPDCa7L,0.12895912947729776,0.0,0.00016742005692281934,5.325892721492913e-05,3.466777509913099e-08,3.466777509923253e-08,6.4093502767772e-07
21q45xu51WtV5Td6ZBJHiB,0.12481715217118736,0.0,8.371002846140967e-05,4.390223313229712e-05,3.261541820360458e-08,3.261541820371232e-08,5.865377140265185e-07
4EV6hgVc6KD0SFOIJJLFki,0.16975019183221077,0.00011443454682798968,0.0003348401138456387,9.127290270520433e-05,1.7149617797709266e-05,1.714961779770954e-05,0.00029871086624573084
7oSAg0AvVBkhNThCl0juaC,0.1486541979318326,0.0,8.371002846140967e-05,3.5118377242030716e-05,1.1389784945522436e-06,1.1389784945524164e-06,2.001392802774535e-05
2G90RB6pJLZMv8rco7jjfE,0.10261740527260702,0.0,8.371002846140967e-05,4.360724437575334e-05,5.7325150578434364e-11,5.7325150781639986e-11,1.088195535274578e-09
4PchLRbWRJnKuD1BMW6Ue3,0.10816635126447606,0.0,8.371002846140967e-05,4.324658450024081e-05,3.4492230695705167e-09,3.4492230691963035e-09,5.927407674026209e-08
4VylF3B1rKCL5tdOJ8VL8o,0.16640664177857023,0.0018616354362929477,0.001255650426921145,0.000296530608743935,1.2619174885088569e-05,1.2619174885088105e-05,0.00023248476923308953
15jrieCvf3EklAScnD9kKl,0.1952279784278477,0.016348729140027007,0.0032646911099949772,0.000998658660124813,0.00012206946893510119,0.00012206946893510245,0.0021154344184293925
6xESQ5eDEf4FC6olKh4wqL,0.13852522699073483,0.0,8.371002846140967e-05,3.071665468036292e-05,0.0004606133857694699,0.00046061338576946896,0.007387019057927458
4DOjdFw6adQbvmZX4AULOi,0.06593442984876918,0.0,8.371002846140967e-05,4.7062267108621304e-05,3.029767686995628e-17,3.03643878826302e-17,6.169940548636728e-16
5hUbXqyif2dZ3ArU1v9Rli,0.16542269611576543,0.00016742005692281937,0.00016742005692281934,6.567447743904264e-05,7.884932458793375e-06,7.88493245879263e-06,0.00013530005576062825
4LSXzxwwtTw0uutkiIl8Qk,0.15862435267560748,0.0,8.371002846140967e-05,3.716321872459895e-05,8.14212538804843e-06,8.142125388048048e-06,0.0001398637360292029
0bjXCZq42vKKBtCaS4UeT8,0.1580346866690479,0.0,8.371002846140967e-05,3.371397193986586e-05,1.152586714878362e-05,1.1525867148782976e-05,0.0002168379907728526
5KEYqVkAgaADlNZumxByNF,0.15023958346433916,0.0,8.371002846140967e-05,3.52097640873065e-05,7.963318083541903e-07,7.963318083545209e-07,1.424194818798689e-05
2FyxcdLSH7XqsfJE6Iu0tJ,0.12709592305728146,0.0,8.371002846140967e-05,4.2467999389550064e-05,5.553453597509288e-08,5.553453597537204e-08,9.458145619994656e-07
1dwKQTuExr4n8IwmXzyN2K,0.1583887990241574,0.0011685658003241718,0.000753390256152687,0.000289426337069645,5.0550008386932445e-06,5.055000838692074e-06,9.344446763045038e-05
60UkyJpgRSEUtcVTasRFEq,0.13170893054024255,0.0,8.371002846140967e-05,4.316891253544659e-05,1.9633684490779656e-07,1.9633684490769412e-07,3.6778702537294876e-06
2mmjHXVxg3uNhf6eqWM7yx,0.13488093759526687,2.4615140061943367e-05,0.00016742005692281934,5.4847956640686716e-05,2.2921297441918737e-05,2.2921297441918592e-05,0.0003679955225030332
0BjHTw6f7GVqRkOsoeKtET,0.13428356245995438,0.0,8.371002846140967e-05,3.901093259731417e-05,1.731436409953085e-07,1.7314364099533245e-07,3.162772346383252e-06
21Pcq4G30UJMGQ3OLREzTt,0.12063133021640125,0.0,8.371002846140967e-05,4.368852073759361e-05,3.039838418533247e-08,3.0398384185369536e-08,5.296711037486056e-07
4gDfRB8znZzXih7iQ3pGeW,0.1103016536938035,0.0,0.00016742005692281934,6.614770561842738e-05,8.437418529993269e-10,8.437418527783603e-10,1.5350980018013946e-08
0M0l8VeaMygsNjEYcMpr2Y,0.13712278607422032,0.0,8.371002846140967e-05,3.7610019435400826e-05,6.314982589319827e-07,6.314982589327106e-07,1.0944689278646935e-05
23op1COMtPxGgGrnlTLFh2,0.13512351823364402,0.0,0.00016742005692281934,4.368120801283963e-05,1.1320281245661092e-05,1.1320281245660528e-05,0.000183491892609584
4k06RXNA7OYCKDiTVQ0cV7,0.13959195120241183,0.0,8.371002846140967e-05,3.463101456774159e-05,0.0003141053076740232,0.00031410530767402364,0.0050380562902334215
5bSXOYXQyyeGxtqNoZeWFT,0.10654655726007849,0.0,8.371002846140967e-05,4.0628933743372896e-05,3.114470536462139e-10,3.1144705394587955e-10,5.652714829033154e-09
3bof14GWoSEOeNZYFsmUsO,0.13959195120241183,0.0,8.371002846140967e-05,3.463101456774159e-05,0.0003141053076740232,0.0003141053076740237,0.0050380562902334215
4OP4jGznSvNjM0aY8IFm3S,0.12553989722248496,0.0,8.371002846140967e-05,4.110111604109405e-05,3.432310632982025e-08,3.432310632969658e-08,6.124596478620695e-07
1NtJyIHoNXDgcOzKXDOOMd,0.14741596327558124,0.0,8.371002846140967e-05,3.3832348982021074e-05,0.002142382314035614,0.002142382314035615,0.034358099441259025
7HiP69UJp8p2pKxnRaPqYF,0.13466351031450793,0.0,8.371002846140967e-05,4.007385483283479e-05,9.153818151448283e-08,9.153818151448983e-08,1.6358620886709538e-06
0sYqpP28Ha3Uae0cj4FWF0,0.11745966195687443,0.0,8.371002846140967e-05,3.591834164025969e-05,3.72041235911205e-08,3.7204123591481595e-08,7.0690571575182e-07
1ridYH2wSODrdMAwCRLRHY,0.13746835443037975,0.0,8.371002846140967e-05,3.7518039910167946e-05,8.916435840992809e-07,8.916435840988244e-07,1.5509052769211957e-05
3Xtl5ftaWq7Bkvy8Ds0oUC,0.06582144569152189,0.0,8.371002846140967e-05,5.0460386173822454e-05,5.297467042169814e-17,5.2670803683034976e-17,1.075265752195391e-15
2RWHUlsKS2gPuZkts4qmEz,0.10879186929675974,0.0,8.371002846140967e-05,4.611226405555064e-05,8.434744042761364e-10,8.434744037921143e-10,1.501059853932262e-08
4LnYRxNZVCTsDCO2xKjOn8,0.15862435267560748,0.0,8.371002846140967e-05,3.716321872459895e-05,8.14212538804843e-06,8.142125388047595e-06,0.0001398637360292029
7AKO4PWJ6ToZVUfA5xmsIY,0.14047507055503292,0.0003348260979346364,0.000251130085384229,0.00010713312223468062,1.2509872350441562e-06,1.2509872350438394e-06,2.1693342196969952e-05
65lnOtC17SrJDt6CYdixJI,0.13809287109713664,1.2581958227856451e-05,0.000251130085384229,6.575088460363376e-05,0.0003807597863351823,0.0003807597863351831,0.006107065750484031
4S9LNSZusH3XflT3g32bqB,0.16350720630705848,0.0,8.371002846140967e-05,3.325032666142243e-05,7.900136900809681e-06,7.900136900809613e-06,0.00013633116286034108
5JAvcp9qpuFY3hzaNbuC6m,0.09924564668350393,0.0003348260979346364,0.000251130085384229,0.0001320908259724126,8.660336027331927e-11,8.660336007414921e-11,1.5945739582653862e-09
0WhMTeIXZNXArZexQ07Yfh,0.11993253418468768,0.0,8.371002846140967e-05,4.0011782069902945e-05,7.723308784280276e-09,7.72330878392228e-09,1.4053227031276155e-07
5w4jm6oj9XguE2zaCEfd3S,0.14572380057821097,0.0006695961322252635,0.00041855014230704837,0.00018294601439441222,6.256968796438862e-07,6.256968796435839e-07,1.1100526547794982e-05
4xC7hE5XCDmGuEroFmaZnc,0.14741596327558124,0.0,8.371002846140967e-05,3.3832348982021074e-05,0.002142382314035614,0.002142382314035616,0.034358099441259025
2dfryICReGy8BR7MJvzLOo,0.16319449187852625,0.0,8.371002846140967e-05,3.3551613573480826e-05,5.672936362627842e-06,5.6729363626278e-06,9.71431750871025e-05
6Th7POyVfZgiHJQ64ddV5Y,0.15097057931452837,0.0,8.371002846140967e-05,3.43931327804829e-05,1.2270706615903926e-06,1.2270706615899996e-06,2.1672223484043783e-05
777msVnwciw9R6acOMdz6s,0.12595818264252803,0.0,8.371002846140967e-05,4.534119675716931e-05,1.686572210886028e-07,1.6865722108854888e-07,2.807965679124121e-06
5INLtlLxYwpCSeUTaYx4Un,0.1391107902275427,0.0,8.371002846140967e-05,3.841079287215411e-05,1.683974061360176e-07,1.683974061353933e-07,2.9976533229840384e-06
0QrUbsrL5imqntAfDl8i7q,0.1898058406685945,0.014789842458581772,0.0011719403984597355,0.0003293503382764811,0.00011644424026418744,0.00011644424026418578,0.0019250689021234738
0F5lzm2OqGU7wnZk0VSsmL,0.13954466340369362,0.0,8.371002846140967e-05,3.598854238292412e-05,6.736837112362921e-07,6.73683711236452e-07,1.1428733284212815e-05
55xJmWjZC4Pa3FwEsMY28w,0.11255264422397468,0.0,8.371002846140967e-05,4.522792765252988e-05,2.7953859328270507e-09,2.7953859329904127e-09,4.98449222875833e-08
7LkCRVcvQaZor2rIsWiVDA,0.16284744468830514,0.0,8.371002846140967e-05,2.9745707961892405e-05,1.3644306520129067e-05,1.3644306520128834e-05,0.00023609780541562934
3rrzrvxlxoUTPTPJ3QIXWo,0.13065161756020735,0.0,8.371002846140967e-05,3.874742989981643e-05,3.3459454994323613e-08,3.345945499399045e-08,6.078333927290311e-07
6ejhZKxWJr9apHAzj74DHv,0.16278531034952648,0.0,8.371002846140967e-05,3.3667200840611857e-05,4.136064416763614e-06,4.136064416764044e-06,7.273962487454555e-05
6bsbLjG9kdODP0wVaM1WXM,0.1626456812983335,0.0,8.371002846140967e-05,3.1158499336011255e-05,5.717731209945209e-06,5.717731209945309e-06,0.00010110345231754035
45LSiycLy1JsWUMObvPvpX,0.1260286112166097,6.720992102590555e-05,0.00041855014230704837,0.00012168595623459492,1.2370075213277308e-07,1.237007521332873e-07,2.185676186590692e-06
6xdFE4jjfjGRYGoYrxgOmE,0.11926559707676487,0.0,8.371002846140967e-05,4.2997177685156114e-05,8.57431129191555e-09,8.574311291451808e-09,1.6006506751282435e-07
6sUsfQ1mfjViQCKig0NtMp,0.10110790429196537,0.0,8.371002846140967e-05,4.3026910343747194e-05,9.027172487467725e-11,9.027172509407717e-11,1.6994323298670833e-09
53lstIa71jqrbxEFzBLuZD,0.17709321631878558,0.0,8.371002846140967e-05,3.0776210736909746e-05,4.066573447294598e-05,4.066573447294677e-05,0.0007533976038968783
44bvfFf9VeGwVjK0QDqQ7O,0.15449478163030406,0.0018465889468203681,0.0005859701992298677,0.0001634191863517967,2.6703937870146015e-06,2.670393787013796e-06,4.684651621061932e-05
1SncSgYiDk2kCBBaXIYcwd,0.17098690331353325,0.0,0.00016742005692281934,5.198487054233695e-05,4.8553401496654703e-05,4.8553401496654046e-05,0.0009083213468880676
6dbPjoy30Qj83gL27v5RnO,0.1454293122968482,0.0,8.371002846140967e-05,3.61226916434429e-05,1.53612456515231e-06,1.5361245651524836e-06,2.9119523688224252e-05
5nPOO9iTcrs9k6yFffPxjH,0.1778128395576262,0.003526821770880736,0.0015904905407667837,0.0004888101592772486,2.1172384606987036e-05,2.1172384606987324e-05,0.0003711460066880348
6jpT9EAqy8iN0PnMkAqAe0,0.13990911646210064,0.0,8.371002846140967e-05,3.941293178445561e-05,7.374069055880182e-07,7.374069055888593e-07,1.399622840183606e-05
1EN3JG0z8EcqSca7LjURLr,0.13791272223504963,0.0,8.371002846140967e-05,3.467128753806657e-05,8.115841710204334e-08,8.115841710267391e-08,1.402245233322141e-06
4qPZYOg0Cr8cN53saMueqV,0.07594019376001221,0.0,8.371002846140967e-05,4.137407034165238e-05,8.901392543642876e-15,8.901675144386564e-15,1.7512247676817485e-13
4fHFFvChjfjG7sAseTwiXd,0.14201478874913812,0.0,8.371002846140967e-05,3.6407364596446715e-05,9.615524994644902e-07,9.615524994645063e-07,1.6617316865512555e-05
0Yrf5xLO4fPckj9Yz5JRTr,0.09451771910530189,0.0,8.371002846140967e-05,4.374523393623136e-05,4.234987580269186e-11,4.2349876317574445e-11,8.31365751750888e-10
0TIPDNIvRMyCsdf8lrdvkj,0.13433188273791452,0.0,8.371002846140967e-05,3.993494467303529e-05,2.20108697697927e-07,2.2010869769807415e-07,3.925890760987929e-06
3yL7yIdwl6i4AoNkYOFuKC,0.13673354928062084,0.0,8.371002846140967e-05,3.988594756788463e-05,2.929685691344756e-07,2.92968569134292e-07,5.479255016974505e-06
6FstPn1kAL45TsIVeCu5YM,0.13133100999329383,0.0,8.371002846140967e-05,3.79063337424089e-05,5.982058380924147e-08,5.982058380930835e-08,1.0592690012459196e-06
5lA2r4eKHfFxY0mIXKtAlm,0.09977115940334408,0.0,8.371002846140967e-05,3.668828740300409e-05,1.0535136356794611e-10,1.0535136373010796e-10,2.0814132012475715e-09
1ToXqcqZGxDp24VZ7qAjZF,0.09782662102625415,0.0,8.371002846140967e-05,4.315447908771226e-05,3.7836122772785945e-11,3.7836122246653316e-11,7.114359309616866e-10
3SHGGikgMg1qEIEtqDXmjk,0.13993369958650095,0.0,8.371002846140967e-05,3.9112714801100526e-05,3.367137885567917e-07,3.3671378855733045e-07,6.074552071543104e-06
0EOoSsmM3oV2aoGL3Od3E3,0.17938014295152863,0.0013007476628554616,0.000251130085384229,8.521262694973826e-05,5.900366954258937e-05,5.900366954258922e-05,0.0010805234661461528
2ynNHWSI2xYfMoIkjnI9ob,0.16447295957704594,0.0,8.371002846140967e-05,3.574790997298751e-05,1.0784290863556653e-05,1.078429086355688e-05,0.00018887530039499018
06nevPmNVfWUXyZkccahL8,0.17293243967052216,0.004966642620218192,0.0013393604553825547,0.00045314576565394374,1.4275821365549473e-05,1.4275821365551074e-05,0.0002502702918596475
2QsynagSdAqZj3U9HgDzjD,0.18588656344822221,0.0050183283530283096,0.0015904905407667837,0.0004923246179382743,0.0001788214048509094,0.00017882140485091024,0.0029638674644312177
696x5uEm1nV6xucEZNAbzH,0.1522248840409807,0.0,8.371002846140967e-05,3.642454742839779e-05,3.5157492609097003e-06,3.5157492609094098e-06,6.506509941509118e-05
709Jlt6vuJFApBGA8oXabj,0.10957823478691592,0.0,8.371002846140967e-05,4.8922311249674604e-05,1.1193656280692734e-09,1.1193656281852964e-09,1.952368629594281e-08
5Dtdm1yq9TwtsCB9y6ZXxC,0.10670930513001456,0.0,8.371002846140967e-05,4.339635434107786e-05,3.2526383097737926e-10,3.252638313022541e-10,5.847860947985388e-09
3oEJM6BrpycUL5L8J5YXL5,0.12317368665257514,0.0,8.371002846140967e-05,4.284698491633932e-05,7.250244895134682e-08,7.250244895171791e-08,1.2656207380610046e-06
2d9UgZFb4N4JSmq1B3D42P,0.18554587391081498,0.0,8.371002846140967e-05,3.0760987455202435e-05,9.306414873783938e-05,9.306414873783942e-05,0.0015799617411445504
